Species,Country_of_Origin,Harvest_Year,Color,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,QualityTier,BrewingRecommendations,QualityTier,BrewingRecommendations
Arabica,Brazil,2016,Green,Natural / Dry,7.33,7.5,7.5,7.33,7.5,7.5,10.0,10.0,10.0,7.67,82.33,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2016,Green,Natural / Dry,7.42,7.42,7.42,7.5,7.5,7.58,10.0,10.0,10.0,7.5,82.33,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2016,Blue-Green,Natural / Dry,7.5,7.5,7.42,7.5,7.42,7.5,10.0,10.0,10.0,7.5,82.33,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Costa Rica,2015,Blue-Green,Washed / Wet,7.75,7.5,7.25,7.25,7.42,7.67,10.0,10.0,10.0,7.5,82.33,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Costa Rica,2015,Green,Washed / Wet,7.75,7.33,7.5,7.5,7.33,7.58,10.0,10.0,10.0,7.33,82.33,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,China,2015,Green,Pulped natural / honey,7.5,7.58,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.5,82.33,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2015,Green,Natural / Dry,8.25,7.83,7.25,8.33,8.17,8.08,10.0,6.67,10.0,7.75,82.33,Specialty Grade,French Press Brewing; Aeropress Brewing,Specialty Grade,French Press Brewing; Aeropress Brewing
Arabica,Brazil,2015,Green,Natural / Dry,7.42,7.5,7.5,7.42,7.5,7.58,10.0,10.0,10.0,7.42,82.33,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2015,Green,Washed / Wet,7.5,7.42,7.17,7.83,7.5,7.5,10.0,10.0,10.0,7.42,82.33,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Malawi,2014,Green,Washed / Wet,7.33,7.58,7.42,7.58,7.33,7.5,10.0,10.0,10.0,7.58,82.33,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Brazil,2014,Blue-Green,Natural / Dry,7.75,8.08,7.67,8.08,8.08,8.0,10.0,10.0,6.67,8.0,82.33,Specialty Grade,French Press Brewing,Specialty Grade,French Press Brewing
Arabica,Guatemala,2014,Green,Washed / Wet,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10.0,10.0,7.42,82.33,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2014,Green,Washed / Wet,7.33,7.58,7.42,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.33,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Colombia,2013,Green,Washed / Wet,7.42,7.33,7.5,7.17,7.08,8.33,10.0,10.0,10.0,7.5,82.33,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Taiwan,2013,Green,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.33,82.33,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Taiwan,2013,Green,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.33,82.33,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2013,Green,Washed / Wet,7.5,7.42,7.58,7.5,7.5,7.58,10.0,10.0,10.0,7.25,82.33,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Colombia,2013,Green,Washed / Wet,7.5,7.42,7.5,7.5,7.5,7.58,10.0,10.0,10.0,7.33,82.33,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2013,Green,Washed / Wet,7.67,7.5,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.42,82.33,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Costa Rica,2012,Green,Washed / Wet,7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10.0,7.67,82.33,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2012,Green,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,7.33,82.33,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2012,Green,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.0,82.33,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2012,Green,Washed / Wet,7.5,7.67,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.5,82.33,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2012,Green,Natural / Dry,7.58,7.5,7.42,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.33,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2012,Green,Washed / Wet,8.0,7.75,7.33,7.33,7.08,7.67,9.33,10.0,10.0,7.83,82.33,Specialty Grade,Aeropress Brewing; Cold Brew Brewing,Specialty Grade,Aeropress Brewing; Cold Brew Brewing
Arabica,Brazil,2012,Green,Washed / Wet,7.58,7.58,7.25,7.58,7.42,7.5,10.0,10.0,10.0,7.42,82.33,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2012,Green,Natural / Dry,7.83,7.58,7.33,7.25,7.58,7.42,10.0,10.0,10.0,7.33,82.33,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2016,Green,Washed / Wet,7.67,7.5,7.25,7.67,7.42,7.42,10.0,10.0,10.0,7.33,82.25,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Brazil,2015,Green,Natural / Dry,7.42,7.67,7.5,7.08,7.5,7.42,10.0,10.0,10.0,7.67,82.25,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,El Salvador,2014,Green,Washed / Wet,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,82.25,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Honduras,2015,Green,Washed / Wet,7.58,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,7.33,82.25,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Malawi,2014,Blue-Green,Washed / Wet,7.58,7.42,7.33,7.42,7.58,7.5,10.0,10.0,10.0,7.42,82.25,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2014,Green,Natural / Dry,7.75,7.58,7.42,7.42,7.33,7.33,10.0,10.0,10.0,7.42,82.25,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Taiwan,2013,Green,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.25,82.25,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2013,Blue-Green,Washed / Wet,7.58,7.58,7.42,7.42,7.42,7.42,10.0,10.0,10.0,7.42,82.25,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,United States (Hawaii),2013,Blue-Green,Natural / Dry,7.33,7.42,7.5,7.67,7.5,7.42,10.0,10.0,10.0,7.42,82.25,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2012,Green,Washed / Wet,7.5,7.5,7.33,7.58,7.67,7.33,10.0,10.0,10.0,7.33,82.25,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2012,Green,Washed / Wet,7.5,7.58,7.42,7.67,7.33,7.42,10.0,10.0,10.0,7.33,82.25,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2012,Green,Washed / Wet,7.67,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,7.33,82.25,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,El Salvador,2012,Green,Washed / Wet,7.75,7.33,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.33,82.25,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2012,Green,Washed / Wet,7.33,7.58,7.42,7.67,7.33,7.5,10.0,10.0,10.0,7.42,82.25,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2012,Green,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.42,82.25,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2012,Green,Washed / Wet,7.5,7.42,7.67,7.33,7.58,7.33,10.0,10.0,10.0,7.42,82.25,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Colombia,2012,Green,Washed / Wet,7.67,7.33,7.33,7.33,7.5,7.5,10.0,10.0,10.0,7.58,82.25,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2012,Green,Natural / Dry,7.67,7.58,7.42,7.0,7.5,7.58,10.0,10.0,10.0,7.5,82.25,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2016,Green,Natural / Dry,7.42,7.42,7.5,7.42,7.42,7.5,10.0,10.0,10.0,7.5,82.17,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Honduras,2015,Blue-Green,Washed / Wet,7.5,7.5,7.17,7.42,7.5,7.5,10.0,10.0,10.0,7.58,82.17,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Tanzania,2015,Green,Washed / Wet,7.58,7.42,7.42,7.33,7.5,7.42,10.0,10.0,10.0,7.5,82.17,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Tanzania,2015,Green,Washed / Wet,7.42,7.42,7.42,7.5,7.5,7.33,10.0,10.0,10.0,7.58,82.17,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2015,Green,Natural / Dry,6.92,7.58,7.42,7.33,7.83,7.5,10.0,10.0,10.0,7.58,82.17,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Thailand,2014,Blue-Green,Washed / Wet,7.42,7.42,7.17,7.75,7.25,7.67,10.0,10.0,10.0,7.5,82.17,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Honduras,2015,Green,Washed / Wet,7.67,7.5,7.25,7.42,7.58,7.42,10.0,10.0,10.0,7.33,82.17,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2014,Blue-Green,Washed / Wet,7.42,7.42,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.42,82.17,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2014,Green,Natural / Dry,7.58,7.5,7.42,7.25,7.5,7.42,10.0,10.0,10.0,7.5,82.17,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Tanzania,2014,Green,Washed / Wet,7.75,7.42,7.42,7.58,7.33,7.42,10.0,10.0,10.0,7.25,82.17,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2013,Green,Washed / Wet,7.42,7.33,7.17,7.42,7.33,8.17,10.0,10.0,10.0,7.33,82.17,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Taiwan,2013,Green,Other,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.17,82.17,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Taiwan,2012,Green,Washed / Wet,7.67,7.5,7.5,7.17,7.17,7.58,10.0,10.0,10.0,7.58,82.17,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Colombia,2013,Blue-Green,Washed / Wet,7.33,7.25,7.25,7.58,7.75,7.5,10.0,10.0,10.0,7.5,82.17,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2012,Green,Washed / Wet,7.5,7.58,7.25,7.5,7.5,7.33,10.0,10.0,10.0,7.5,82.17,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2012,Green,Washed / Wet,7.0,7.67,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.58,82.17,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Colombia,2016,Green,Washed / Wet,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10.0,7.58,82.08,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Brazil,2016,Green,Natural / Dry,7.42,7.58,7.42,7.5,7.42,7.25,10.0,10.0,10.0,7.5,82.08,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2015,Green,Natural / Dry,7.25,7.25,7.58,7.58,7.25,7.92,10.0,10.0,10.0,7.25,82.08,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Costa Rica,2015,Blue-Green,Washed / Wet,7.75,7.42,7.42,7.25,7.17,7.42,10.0,10.0,10.0,7.67,82.08,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Tanzania,2014,Green,Washed / Wet,7.42,7.33,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.42,82.08,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Tanzania,2014,Green,Washed / Wet,7.42,7.5,7.5,7.33,7.33,7.5,10.0,10.0,10.0,7.5,82.08,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Colombia,2013,Green,Washed / Wet,7.5,7.42,7.42,7.42,7.67,7.42,10.0,10.0,10.0,7.25,82.08,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Costa Rica,2013,Green,Washed / Wet,7.58,7.33,7.33,7.33,7.5,7.67,10.0,10.0,10.0,7.33,82.08,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,United States (Hawaii),2012,Blue-Green,Natural / Dry,7.25,7.58,7.58,7.25,7.5,7.42,10.0,10.0,10.0,7.5,82.08,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2012,Green,Washed / Wet,7.42,7.58,7.5,7.33,7.42,7.42,10.0,10.0,10.0,7.42,82.08,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2012,Green,Washed / Wet,7.5,7.42,7.42,7.5,7.25,7.5,10.0,10.0,10.0,7.5,82.08,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2012,Green,Washed / Wet,7.67,7.5,7.25,7.58,7.42,7.33,10.0,10.0,10.0,7.33,82.08,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Vietnam,2012,Green,Natural / Dry,7.67,8.0,7.17,7.08,7.67,7.08,10.0,10.0,10.0,7.42,82.08,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2012,Green,Washed / Wet,7.58,7.42,7.25,7.75,7.33,7.42,10.0,10.0,10.0,7.33,82.08,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,United States (Hawaii),2012,Green,Washed / Wet,7.33,7.5,7.33,7.58,7.08,7.83,10.0,10.0,10.0,7.42,82.08,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Honduras,2017,Green,Washed / Wet,7.5,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.0,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Honduras,2016,Green,Natural / Dry,7.5,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.5,82.0,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2016,Green,Natural / Dry,7.5,7.33,7.42,7.5,7.33,7.42,10.0,10.0,10.0,7.5,82.0,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Tanzania,2015,Green,Washed / Wet,7.67,7.33,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.42,82.0,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Laos,2015,Blue-Green,Washed / Wet,7.42,7.5,7.25,7.33,7.5,7.5,10.0,10.0,10.0,7.5,82.0,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Tanzania,2014,Green,Washed / Wet,7.42,7.42,7.33,7.58,7.33,7.42,10.0,10.0,10.0,7.5,82.0,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Malawi,2014,Blue-Green,Washed / Wet,7.5,7.42,7.33,7.58,7.33,7.5,10.0,10.0,10.0,7.33,82.0,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Taiwan,2013,Green,Washed / Wet,7.33,7.5,7.17,7.42,7.5,7.33,10.0,10.0,10.0,7.75,82.0,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Thailand,2013,Green,Washed / Wet,7.58,7.5,7.42,7.42,7.33,7.42,10.0,10.0,10.0,7.33,82.0,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Costa Rica,2013,Green,Washed / Wet,7.5,7.25,7.33,7.33,7.75,7.5,10.0,10.0,10.0,7.33,82.0,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Honduras,2014,Green,Washed / Wet,7.33,7.33,7.33,7.5,7.5,7.83,10.0,10.0,10.0,7.17,82.0,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Colombia,2013,Green,Washed / Wet,7.33,7.33,7.58,7.5,7.5,7.58,10.0,10.0,10.0,7.17,82.0,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Taiwan,2012,Blue-Green,Washed / Wet,7.42,7.58,7.33,7.42,8.0,7.5,9.33,10.0,10.0,7.42,82.0,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2012,Blue-Green,Natural / Dry,7.33,7.67,7.42,7.17,7.33,7.42,10.0,10.0,10.0,7.67,82.0,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2012,Green,Washed / Wet,7.67,7.33,7.25,7.5,7.42,7.42,10.0,10.0,10.0,7.42,82.0,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2012,Green,Natural / Dry,7.42,7.5,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.42,82.0,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2012,Blue-Green,Semi-washed / Semi-pulped,7.42,7.5,7.25,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.0,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2012,Green,Natural / Dry,7.33,7.33,7.33,7.5,7.67,7.67,10.0,10.0,10.0,7.17,82.0,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2012,Green,Semi-washed / Semi-pulped,7.58,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.33,82.0,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2012,Green,Washed / Wet,7.75,7.33,7.33,7.42,7.75,7.67,10.0,10.0,9.33,7.42,82.0,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2017,Green,Washed / Wet,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10.0,10.0,7.58,81.92,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2017,Green,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.42,10.0,10.0,10.0,7.42,81.92,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Honduras,2017,Green,Washed / Wet,7.58,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.33,81.92,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2016,Green,Natural / Dry,7.42,7.33,7.33,7.5,7.5,7.33,10.0,10.0,10.0,7.5,81.92,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,El Salvador,2014,Green,Washed / Wet,7.67,7.58,7.33,7.5,7.5,7.67,10.0,10.0,9.33,7.33,81.92,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2015,Green,Washed / Wet,7.58,7.58,7.17,7.83,7.17,7.33,10.0,10.0,10.0,7.25,81.92,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Tanzania,2014,Green,Washed / Wet,7.33,7.33,7.33,7.42,7.5,7.58,10.0,10.0,10.0,7.42,81.92,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Nicaragua,2013,Green,Washed / Wet,7.58,7.42,7.25,7.17,7.5,7.67,10.0,10.0,10.0,7.33,81.92,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Honduras,2012,Green,Washed / Wet,7.42,7.33,7.33,7.58,7.33,7.5,10.0,10.0,10.0,7.42,81.92,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Taiwan,2012,Green,Other,7.5,7.5,7.42,7.25,7.5,7.5,10.0,10.0,10.0,7.25,81.92,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2013,Green,Washed / Wet,7.58,7.5,7.25,7.58,7.5,7.25,10.0,10.0,10.0,7.25,81.92,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2012,Green,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.33,10.0,10.0,10.0,7.5,81.92,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2012,Green,Washed / Wet,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10.0,10.0,7.33,81.92,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Brazil,2012,Green,Natural / Dry,7.42,7.58,7.25,7.5,7.33,7.5,10.0,10.0,10.0,7.33,81.92,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2017,Green,Washed / Wet,7.42,7.5,7.25,7.5,7.33,7.42,10.0,10.0,10.0,7.42,81.83,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Costa Rica,2016,Green,Pulped natural / honey,7.25,7.33,7.5,7.33,7.67,7.42,10.0,10.0,10.0,7.33,81.83,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2016,Green,Natural / Dry,7.42,7.5,7.42,7.5,7.42,7.25,10.0,10.0,10.0,7.33,81.83,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Indonesia,2015,Green,Other,7.75,7.83,7.58,7.75,7.92,7.83,10.0,10.0,10.0,5.17,81.83,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2015,Green,Washed / Wet,7.58,7.5,7.33,7.42,7.58,7.25,10.0,10.0,10.0,7.17,81.83,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2015,Green,Natural / Dry,7.17,7.58,6.83,7.5,7.75,7.25,10.0,10.0,10.0,7.75,81.83,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2015,Green,Natural / Dry,7.58,7.0,6.92,6.92,7.67,7.5,10.0,10.0,10.0,8.25,81.83,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Myanmar,2015,Green,Washed / Wet,7.33,7.58,7.5,7.42,7.33,7.33,10.0,10.0,10.0,7.33,81.83,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2015,Green,Washed / Wet,7.58,7.5,7.33,7.5,7.17,7.33,10.0,10.0,10.0,7.42,81.83,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Honduras,2015,Green,Washed / Wet,7.5,7.5,7.33,7.5,7.42,7.25,10.0,10.0,10.0,7.33,81.83,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Costa Rica,2015,Green,Washed / Wet,7.67,7.5,7.5,7.25,7.08,7.42,10.0,10.0,10.0,7.42,81.83,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Taiwan,2014,Green,Washed / Wet,7.67,7.33,7.17,7.25,7.75,7.33,10.0,10.0,10.0,7.33,81.83,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Malawi,2014,Green,Washed / Wet,7.58,7.42,7.33,7.33,7.33,7.42,10.0,10.0,10.0,7.42,81.83,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2014,Green,Natural / Dry,7.33,7.58,7.25,7.17,7.83,7.33,10.0,10.0,10.0,7.33,81.83,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Honduras,2014,Green,Natural / Dry,7.5,7.5,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.5,81.83,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2014,Green,Washed / Wet,7.42,7.42,7.25,7.5,7.33,7.42,10.0,10.0,10.0,7.5,81.83,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Colombia,2013,Blue-Green,Washed / Wet,7.5,7.5,7.0,7.42,7.5,7.58,10.0,10.0,10.0,7.33,81.83,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,United States (Hawaii),2012,Blue-Green,Natural / Dry,7.83,7.83,7.83,8.0,7.83,7.83,10.0,6.67,10.0,8.0,81.83,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Brazil,2012,Blue-Green,Semi-washed / Semi-pulped,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,81.83,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2013,Green,Washed / Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10.0,9.33,7.5,81.83,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
